index_parent,index_child,type
1409,86,rotate
1409,527,rotate
1409,968,rotate
1409,1409,wait
86,87,translate
969,968,translate
527,548,translate
1430,1409,translate
87,87,wait
87,528,rotate
87,969,rotate
87,1410,rotate
528,87,rotate
528,528,wait
528,969,rotate
528,1410,rotate
969,87,rotate
969,528,rotate
969,969,wait
969,1410,rotate
1410,87,rotate
1410,528,rotate
1410,969,rotate
1410,1410,wait
87,88,translate
970,969,translate
528,549,translate
1431,1410,translate
88,88,wait
88,529,rotate
88,970,rotate
88,1411,rotate
529,88,rotate
529,529,wait
529,970,rotate
529,1411,rotate
970,88,rotate
970,529,rotate
970,970,wait
970,1411,rotate
1411,88,rotate
1411,529,rotate
1411,970,rotate
1411,1411,wait
88,89,translate
971,970,translate
529,550,translate
1432,1411,translate
89,89,wait
89,530,rotate
89,971,rotate
89,1412,rotate
530,89,rotate
530,530,wait
530,971,rotate
530,1412,rotate
971,89,rotate
971,530,rotate
971,971,wait
971,1412,rotate
1412,89,rotate
1412,530,rotate
1412,971,rotate
1412,1412,wait
89,90,translate
972,971,translate
530,551,translate
1433,1412,translate
90,90,wait
90,531,rotate
90,972,rotate
90,1413,rotate
531,90,rotate
531,531,wait
531,972,rotate
531,1413,rotate
972,90,rotate
972,531,rotate
972,972,wait
972,1413,rotate
1413,90,rotate
1413,531,rotate
1413,972,rotate
1413,1413,wait
90,91,translate
973,972,translate
531,552,translate
1434,1413,translate
91,91,wait
91,532,rotate
91,973,rotate
91,1414,rotate
532,91,rotate
532,532,wait
532,973,rotate
532,1414,rotate
973,91,rotate
973,532,rotate
973,973,wait
973,1414,rotate
1414,91,rotate
1414,532,rotate
1414,973,rotate
1414,1414,wait
91,92,translate
974,973,translate
532,553,translate
1435,1414,translate
92,92,wait
92,533,rotate
92,974,rotate
92,1415,rotate
533,92,rotate
533,533,wait
533,974,rotate
533,1415,rotate
974,92,rotate
974,533,rotate
974,974,wait
974,1415,rotate
1415,92,rotate
1415,533,rotate
1415,974,rotate
1415,1415,wait
92,93,translate
975,974,translate
533,554,translate
1436,1415,translate
93,93,wait
93,534,rotate
93,975,rotate
93,1416,rotate
534,93,rotate
534,534,wait
534,975,rotate
534,1416,rotate
975,93,rotate
975,534,rotate
975,975,wait
975,1416,rotate
1416,93,rotate
1416,534,rotate
1416,975,rotate
1416,1416,wait
93,94,translate
976,975,translate
534,555,translate
1437,1416,translate
94,94,wait
94,535,rotate
94,976,rotate
94,1417,rotate
535,94,rotate
535,535,wait
535,976,rotate
535,1417,rotate
976,94,rotate
976,535,rotate
976,976,wait
976,1417,rotate
1417,94,rotate
1417,535,rotate
1417,976,rotate
1417,1417,wait
94,95,translate
977,976,translate
535,556,translate
1438,1417,translate
95,95,wait
95,536,rotate
95,977,rotate
95,1418,rotate
536,95,rotate
536,536,wait
536,977,rotate
536,1418,rotate
977,95,rotate
977,536,rotate
977,977,wait
977,1418,rotate
1418,95,rotate
1418,536,rotate
1418,977,rotate
1418,1418,wait
95,96,translate
978,977,translate
536,557,translate
1439,1418,translate
96,96,wait
96,537,rotate
96,978,rotate
96,1419,rotate
537,96,rotate
537,537,wait
537,978,rotate
537,1419,rotate
978,96,rotate
978,537,rotate
978,978,wait
978,1419,rotate
1419,96,rotate
1419,537,rotate
1419,978,rotate
1419,1419,wait
96,97,translate
979,978,translate
537,558,translate
1440,1419,translate
97,97,wait
97,538,rotate
97,979,rotate
97,1420,rotate
538,97,rotate
538,538,wait
538,979,rotate
538,1420,rotate
979,97,rotate
979,538,rotate
979,979,wait
979,1420,rotate
1420,97,rotate
1420,538,rotate
1420,979,rotate
1420,1420,wait
97,98,translate
980,979,translate
538,559,translate
1441,1420,translate
98,98,wait
98,539,rotate
98,980,rotate
98,1421,rotate
539,98,rotate
539,539,wait
539,980,rotate
539,1421,rotate
980,98,rotate
980,539,rotate
980,980,wait
980,1421,rotate
1421,98,rotate
1421,539,rotate
1421,980,rotate
1421,1421,wait
98,99,translate
981,980,translate
539,560,translate
1442,1421,translate
99,99,wait
99,540,rotate
99,981,rotate
99,1422,rotate
540,99,rotate
540,540,wait
540,981,rotate
540,1422,rotate
981,99,rotate
981,540,rotate
981,981,wait
981,1422,rotate
1422,99,rotate
1422,540,rotate
1422,981,rotate
1422,1422,wait
99,100,translate
982,981,translate
540,561,translate
1443,1422,translate
100,100,wait
100,541,rotate
100,982,rotate
100,1423,rotate
541,100,rotate
541,541,wait
541,982,rotate
541,1423,rotate
982,100,rotate
982,541,rotate
982,982,wait
982,1423,rotate
1423,100,rotate
1423,541,rotate
1423,982,rotate
1423,1423,wait
100,101,translate
983,982,translate
541,562,translate
1444,1423,translate
101,101,wait
101,542,rotate
101,983,rotate
101,1424,rotate
542,101,rotate
542,542,wait
542,983,rotate
542,1424,rotate
983,101,rotate
983,542,rotate
983,983,wait
983,1424,rotate
1424,101,rotate
1424,542,rotate
1424,983,rotate
1424,1424,wait
101,102,translate
984,983,translate
542,563,translate
1445,1424,translate
102,102,wait
102,543,rotate
102,984,rotate
102,1425,rotate
543,102,rotate
543,543,wait
543,984,rotate
543,1425,rotate
984,102,rotate
984,543,rotate
984,984,wait
984,1425,rotate
1425,102,rotate
1425,543,rotate
1425,984,rotate
1425,1425,wait
102,103,translate
985,984,translate
543,564,translate
1446,1425,translate
103,103,wait
103,544,rotate
103,985,rotate
103,1426,rotate
544,103,rotate
544,544,wait
544,985,rotate
544,1426,rotate
985,103,rotate
985,544,rotate
985,985,wait
985,1426,rotate
1426,103,rotate
1426,544,rotate
1426,985,rotate
1426,1426,wait
103,104,translate
986,985,translate
544,565,translate
1447,1426,translate
104,104,wait
104,545,rotate
104,986,rotate
104,1427,rotate
545,104,rotate
545,545,wait
545,986,rotate
545,1427,rotate
986,104,rotate
986,545,rotate
986,986,wait
986,1427,rotate
1427,104,rotate
1427,545,rotate
1427,986,rotate
1427,1427,wait
545,566,translate
1448,1427,translate
105,105,wait
105,546,rotate
105,987,rotate
105,1428,rotate
546,105,rotate
546,546,wait
546,987,rotate
546,1428,rotate
987,105,rotate
987,546,rotate
987,987,wait
987,1428,rotate
1428,105,rotate
1428,546,rotate
1428,987,rotate
1428,1428,wait
105,106,translate
988,987,translate
546,567,translate
1449,1428,translate
106,106,wait
106,547,rotate
106,988,rotate
106,1429,rotate
547,106,rotate
547,547,wait
547,988,rotate
547,1429,rotate
988,106,rotate
988,547,rotate
988,988,wait
988,1429,rotate
1429,106,rotate
1429,547,rotate
1429,988,rotate
1429,1429,wait
106,107,translate
989,988,translate
547,568,translate
1450,1429,translate
107,107,wait
107,548,rotate
107,989,rotate
107,1430,rotate
548,107,rotate
548,548,wait
548,989,rotate
548,1430,rotate
989,107,rotate
989,548,rotate
989,989,wait
989,1430,rotate
1430,107,rotate
1430,548,rotate
1430,989,rotate
1430,1430,wait
107,108,translate
990,989,translate
548,569,translate
1451,1430,translate
108,108,wait
108,549,rotate
108,990,rotate
108,1431,rotate
549,108,rotate
549,549,wait
549,990,rotate
549,1431,rotate
990,108,rotate
990,549,rotate
990,990,wait
990,1431,rotate
1431,108,rotate
1431,549,rotate
1431,990,rotate
1431,1431,wait
108,109,translate
991,990,translate
549,570,translate
1452,1431,translate
109,109,wait
109,550,rotate
109,991,rotate
109,1432,rotate
550,109,rotate
550,550,wait
550,991,rotate
550,1432,rotate
991,109,rotate
991,550,rotate
991,991,wait
991,1432,rotate
1432,109,rotate
1432,550,rotate
1432,991,rotate
1432,1432,wait
109,110,translate
992,991,translate
550,571,translate
1453,1432,translate
110,110,wait
110,551,rotate
110,992,rotate
110,1433,rotate
551,110,rotate
551,551,wait
551,992,rotate
551,1433,rotate
992,110,rotate
992,551,rotate
992,992,wait
992,1433,rotate
1433,110,rotate
1433,551,rotate
1433,992,rotate
1433,1433,wait
110,111,translate
993,992,translate
551,572,translate
1454,1433,translate
111,111,wait
111,552,rotate
111,993,rotate
111,1434,rotate
552,111,rotate
552,552,wait
552,993,rotate
552,1434,rotate
993,111,rotate
993,552,rotate
993,993,wait
993,1434,rotate
1434,111,rotate
1434,552,rotate
1434,993,rotate
1434,1434,wait
111,112,translate
994,993,translate
552,573,translate
1455,1434,translate
112,112,wait
112,553,rotate
112,994,rotate
112,1435,rotate
553,112,rotate
553,553,wait
553,994,rotate
553,1435,rotate
994,112,rotate
994,553,rotate
994,994,wait
994,1435,rotate
1435,112,rotate
1435,553,rotate
1435,994,rotate
1435,1435,wait
112,113,translate
995,994,translate
553,574,translate
1456,1435,translate
113,113,wait
113,554,rotate
113,995,rotate
113,1436,rotate
554,113,rotate
554,554,wait
554,995,rotate
554,1436,rotate
995,113,rotate
995,554,rotate
995,995,wait
995,1436,rotate
1436,113,rotate
1436,554,rotate
1436,995,rotate
1436,1436,wait
113,114,translate
996,995,translate
554,575,translate
1457,1436,translate
114,114,wait
114,555,rotate
114,996,rotate
114,1437,rotate
555,114,rotate
555,555,wait
555,996,rotate
555,1437,rotate
996,114,rotate
996,555,rotate
996,996,wait
996,1437,rotate
1437,114,rotate
1437,555,rotate
1437,996,rotate
1437,1437,wait
114,115,translate
997,996,translate
555,576,translate
1458,1437,translate
115,115,wait
115,556,rotate
115,997,rotate
115,1438,rotate
556,115,rotate
556,556,wait
556,997,rotate
556,1438,rotate
997,115,rotate
997,556,rotate
997,997,wait
997,1438,rotate
1438,115,rotate
1438,556,rotate
1438,997,rotate
1438,1438,wait
115,116,translate
998,997,translate
556,577,translate
1459,1438,translate
116,116,wait
116,557,rotate
116,998,rotate
116,1439,rotate
557,116,rotate
557,557,wait
557,998,rotate
557,1439,rotate
998,116,rotate
998,557,rotate
998,998,wait
998,1439,rotate
1439,116,rotate
1439,557,rotate
1439,998,rotate
1439,1439,wait
116,117,translate
999,998,translate
557,578,translate
1460,1439,translate
117,117,wait
117,558,rotate
117,999,rotate
117,1440,rotate
558,117,rotate
558,558,wait
558,999,rotate
558,1440,rotate
999,117,rotate
999,558,rotate
999,999,wait
999,1440,rotate
1440,117,rotate
1440,558,rotate
1440,999,rotate
1440,1440,wait
117,118,translate
1000,999,translate
558,579,translate
1461,1440,translate
118,118,wait
118,559,rotate
118,1000,rotate
118,1441,rotate
559,118,rotate
559,559,wait
559,1000,rotate
559,1441,rotate
1000,118,rotate
1000,559,rotate
1000,1000,wait
1000,1441,rotate
1441,118,rotate
1441,559,rotate
1441,1000,rotate
1441,1441,wait
118,119,translate
1001,1000,translate
559,580,translate
1462,1441,translate
119,119,wait
119,560,rotate
119,1001,rotate
119,1442,rotate
560,119,rotate
560,560,wait
560,1001,rotate
560,1442,rotate
1001,119,rotate
1001,560,rotate
1001,1001,wait
1001,1442,rotate
1442,119,rotate
1442,560,rotate
1442,1001,rotate
1442,1442,wait
119,120,translate
1002,1001,translate
560,581,translate
1463,1442,translate
120,120,wait
120,561,rotate
120,1002,rotate
120,1443,rotate
561,120,rotate
561,561,wait
561,1002,rotate
561,1443,rotate
1002,120,rotate
1002,561,rotate
1002,1002,wait
1002,1443,rotate
1443,120,rotate
1443,561,rotate
1443,1002,rotate
1443,1443,wait
120,121,translate
1003,1002,translate
561,582,translate
1464,1443,translate
121,121,wait
121,562,rotate
121,1003,rotate
121,1444,rotate
562,121,rotate
562,562,wait
562,1003,rotate
562,1444,rotate
1003,121,rotate
1003,562,rotate
1003,1003,wait
1003,1444,rotate
1444,121,rotate
1444,562,rotate
1444,1003,rotate
1444,1444,wait
121,122,translate
1004,1003,translate
562,583,translate
1465,1444,translate
122,122,wait
122,563,rotate
122,1004,rotate
122,1445,rotate
563,122,rotate
563,563,wait
563,1004,rotate
563,1445,rotate
1004,122,rotate
1004,563,rotate
1004,1004,wait
1004,1445,rotate
1445,122,rotate
1445,563,rotate
1445,1004,rotate
1445,1445,wait
122,123,translate
1005,1004,translate
563,584,translate
1466,1445,translate
123,123,wait
123,564,rotate
123,1005,rotate
123,1446,rotate
564,123,rotate
564,564,wait
564,1005,rotate
564,1446,rotate
1005,123,rotate
1005,564,rotate
1005,1005,wait
1005,1446,rotate
1446,123,rotate
1446,564,rotate
1446,1005,rotate
1446,1446,wait
123,124,translate
1006,1005,translate
564,585,translate
1467,1446,translate
124,124,wait
124,565,rotate
124,1006,rotate
124,1447,rotate
565,124,rotate
565,565,wait
565,1006,rotate
565,1447,rotate
1006,124,rotate
1006,565,rotate
1006,1006,wait
1006,1447,rotate
1447,124,rotate
1447,565,rotate
1447,1006,rotate
1447,1447,wait
124,125,translate
1007,1006,translate
565,586,translate
1468,1447,translate
125,125,wait
125,566,rotate
125,1007,rotate
125,1448,rotate
566,125,rotate
566,566,wait
566,1007,rotate
566,1448,rotate
1007,125,rotate
1007,566,rotate
1007,1007,wait
1007,1448,rotate
1448,125,rotate
1448,566,rotate
1448,1007,rotate
1448,1448,wait
566,587,translate
1469,1448,translate
126,126,wait
126,567,rotate
126,1008,rotate
126,1449,rotate
567,126,rotate
567,567,wait
567,1008,rotate
567,1449,rotate
1008,126,rotate
1008,567,rotate
1008,1008,wait
1008,1449,rotate
1449,126,rotate
1449,567,rotate
1449,1008,rotate
1449,1449,wait
126,127,translate
1009,1008,translate
567,588,translate
1470,1449,translate
127,127,wait
127,568,rotate
127,1009,rotate
127,1450,rotate
568,127,rotate
568,568,wait
568,1009,rotate
568,1450,rotate
1009,127,rotate
1009,568,rotate
1009,1009,wait
1009,1450,rotate
1450,127,rotate
1450,568,rotate
1450,1009,rotate
1450,1450,wait
127,128,translate
1010,1009,translate
568,589,translate
1471,1450,translate
128,128,wait
128,569,rotate
128,1010,rotate
128,1451,rotate
569,128,rotate
569,569,wait
569,1010,rotate
569,1451,rotate
1010,128,rotate
1010,569,rotate
1010,1010,wait
1010,1451,rotate
1451,128,rotate
1451,569,rotate
1451,1010,rotate
1451,1451,wait
128,129,translate
1011,1010,translate
569,590,translate
1472,1451,translate
129,129,wait
129,570,rotate
129,1011,rotate
129,1452,rotate
570,129,rotate
570,570,wait
570,1011,rotate
570,1452,rotate
1011,129,rotate
1011,570,rotate
1011,1011,wait
1011,1452,rotate
1452,129,rotate
1452,570,rotate
1452,1011,rotate
1452,1452,wait
129,130,translate
1012,1011,translate
570,591,translate
1473,1452,translate
130,130,wait
130,571,rotate
130,1012,rotate
130,1453,rotate
571,130,rotate
571,571,wait
571,1012,rotate
571,1453,rotate
1012,130,rotate
1012,571,rotate
1012,1012,wait
1012,1453,rotate
1453,130,rotate
1453,571,rotate
1453,1012,rotate
1453,1453,wait
130,131,translate
1013,1012,translate
571,592,translate
1474,1453,translate
131,131,wait
131,572,rotate
131,1013,rotate
131,1454,rotate
572,131,rotate
572,572,wait
572,1013,rotate
572,1454,rotate
1013,131,rotate
1013,572,rotate
1013,1013,wait
1013,1454,rotate
1454,131,rotate
1454,572,rotate
1454,1013,rotate
1454,1454,wait
131,132,translate
1014,1013,translate
572,593,translate
1475,1454,translate
132,132,wait
132,573,rotate
132,1014,rotate
132,1455,rotate
573,132,rotate
573,573,wait
573,1014,rotate
573,1455,rotate
1014,132,rotate
1014,573,rotate
1014,1014,wait
1014,1455,rotate
1455,132,rotate
1455,573,rotate
1455,1014,rotate
1455,1455,wait
132,133,translate
1015,1014,translate
573,594,translate
1476,1455,translate
133,133,wait
133,574,rotate
133,1015,rotate
133,1456,rotate
574,133,rotate
574,574,wait
574,1015,rotate
574,1456,rotate
1015,133,rotate
1015,574,rotate
1015,1015,wait
1015,1456,rotate
1456,133,rotate
1456,574,rotate
1456,1015,rotate
1456,1456,wait
133,134,translate
1016,1015,translate
574,595,translate
1477,1456,translate
134,134,wait
134,575,rotate
134,1016,rotate
134,1457,rotate
575,134,rotate
575,575,wait
575,1016,rotate
575,1457,rotate
1016,134,rotate
1016,575,rotate
1016,1016,wait
1016,1457,rotate
1457,134,rotate
1457,575,rotate
1457,1016,rotate
1457,1457,wait
134,135,translate
1017,1016,translate
575,596,translate
1478,1457,translate
135,135,wait
135,576,rotate
135,1017,rotate
135,1458,rotate
576,135,rotate
576,576,wait
576,1017,rotate
576,1458,rotate
1017,135,rotate
1017,576,rotate
1017,1017,wait
1017,1458,rotate
1458,135,rotate
1458,576,rotate
1458,1017,rotate
1458,1458,wait
135,136,translate
1018,1017,translate
576,597,translate
1479,1458,translate
136,136,wait
136,577,rotate
136,1018,rotate
136,1459,rotate
577,136,rotate
577,577,wait
577,1018,rotate
577,1459,rotate
1018,136,rotate
1018,577,rotate
1018,1018,wait
1018,1459,rotate
1459,136,rotate
1459,577,rotate
1459,1018,rotate
1459,1459,wait
136,137,translate
1019,1018,translate
577,598,translate
1480,1459,translate
137,137,wait
137,578,rotate
137,1019,rotate
137,1460,rotate
578,137,rotate
578,578,wait
578,1019,rotate
578,1460,rotate
1019,137,rotate
1019,578,rotate
1019,1019,wait
1019,1460,rotate
1460,137,rotate
1460,578,rotate
1460,1019,rotate
1460,1460,wait
137,138,translate
1020,1019,translate
578,599,translate
1481,1460,translate
138,138,wait
138,579,rotate
138,1020,rotate
138,1461,rotate
579,138,rotate
579,579,wait
579,1020,rotate
579,1461,rotate
1020,138,rotate
1020,579,rotate
1020,1020,wait
1020,1461,rotate
1461,138,rotate
1461,579,rotate
1461,1020,rotate
1461,1461,wait
138,139,translate
1021,1020,translate
579,600,translate
1482,1461,translate
139,139,wait
139,580,rotate
139,1021,rotate
139,1462,rotate
580,139,rotate
580,580,wait
580,1021,rotate
580,1462,rotate
1021,139,rotate
1021,580,rotate
1021,1021,wait
1021,1462,rotate
1462,139,rotate
1462,580,rotate
1462,1021,rotate
1462,1462,wait
139,140,translate
1022,1021,translate
580,601,translate
1483,1462,translate
140,140,wait
140,581,rotate
140,1022,rotate
140,1463,rotate
581,140,rotate
581,581,wait
581,1022,rotate
581,1463,rotate
1022,140,rotate
1022,581,rotate
1022,1022,wait
1022,1463,rotate
1463,140,rotate
1463,581,rotate
1463,1022,rotate
1463,1463,wait
140,141,translate
1023,1022,translate
581,602,translate
1484,1463,translate
141,141,wait
141,582,rotate
141,1023,rotate
141,1464,rotate
582,141,rotate
582,582,wait
582,1023,rotate
582,1464,rotate
1023,141,rotate
1023,582,rotate
1023,1023,wait
1023,1464,rotate
1464,141,rotate
1464,582,rotate
1464,1023,rotate
1464,1464,wait
141,142,translate
1024,1023,translate
582,603,translate
1485,1464,translate
142,142,wait
142,583,rotate
142,1024,rotate
142,1465,rotate
583,142,rotate
583,583,wait
583,1024,rotate
583,1465,rotate
1024,142,rotate
1024,583,rotate
1024,1024,wait
1024,1465,rotate
1465,142,rotate
1465,583,rotate
1465,1024,rotate
1465,1465,wait
142,143,translate
1025,1024,translate
583,604,translate
1486,1465,translate
143,143,wait
143,584,rotate
143,1025,rotate
143,1466,rotate
584,143,rotate
584,584,wait
584,1025,rotate
584,1466,rotate
1025,143,rotate
1025,584,rotate
1025,1025,wait
1025,1466,rotate
1466,143,rotate
1466,584,rotate
1466,1025,rotate
1466,1466,wait
143,144,translate
1026,1025,translate
584,605,translate
1487,1466,translate
144,144,wait
144,585,rotate
144,1026,rotate
144,1467,rotate
585,144,rotate
585,585,wait
585,1026,rotate
585,1467,rotate
1026,144,rotate
1026,585,rotate
1026,1026,wait
1026,1467,rotate
1467,144,rotate
1467,585,rotate
1467,1026,rotate
1467,1467,wait
144,145,translate
1027,1026,translate
585,606,translate
1488,1467,translate
145,145,wait
145,586,rotate
145,1027,rotate
145,1468,rotate
586,145,rotate
586,586,wait
586,1027,rotate
586,1468,rotate
1027,145,rotate
1027,586,rotate
1027,1027,wait
1027,1468,rotate
1468,145,rotate
1468,586,rotate
1468,1027,rotate
1468,1468,wait
145,146,translate
1028,1027,translate
586,607,translate
1489,1468,translate
146,146,wait
146,587,rotate
146,1028,rotate
146,1469,rotate
587,146,rotate
587,587,wait
587,1028,rotate
587,1469,rotate
1028,146,rotate
1028,587,rotate
1028,1028,wait
1028,1469,rotate
1469,146,rotate
1469,587,rotate
1469,1028,rotate
1469,1469,wait
587,608,translate
1490,1469,translate
147,147,wait
147,588,rotate
147,1029,rotate
147,1470,rotate
588,147,rotate
588,588,wait
588,1029,rotate
588,1470,rotate
1029,147,rotate
1029,588,rotate
1029,1029,wait
1029,1470,rotate
1470,147,rotate
1470,588,rotate
1470,1029,rotate
1470,1470,wait
147,148,translate
1030,1029,translate
588,609,translate
1491,1470,translate
148,148,wait
148,589,rotate
148,1030,rotate
148,1471,rotate
589,148,rotate
589,589,wait
589,1030,rotate
589,1471,rotate
1030,148,rotate
1030,589,rotate
1030,1030,wait
1030,1471,rotate
1471,148,rotate
1471,589,rotate
1471,1030,rotate
1471,1471,wait
148,149,translate
1031,1030,translate
589,610,translate
1492,1471,translate
149,149,wait
149,590,rotate
149,1031,rotate
149,1472,rotate
590,149,rotate
590,590,wait
590,1031,rotate
590,1472,rotate
1031,149,rotate
1031,590,rotate
1031,1031,wait
1031,1472,rotate
1472,149,rotate
1472,590,rotate
1472,1031,rotate
1472,1472,wait
149,150,translate
1032,1031,translate
590,611,translate
1493,1472,translate
150,150,wait
150,591,rotate
150,1032,rotate
150,1473,rotate
591,150,rotate
591,591,wait
591,1032,rotate
591,1473,rotate
1032,150,rotate
1032,591,rotate
1032,1032,wait
1032,1473,rotate
1473,150,rotate
1473,591,rotate
1473,1032,rotate
1473,1473,wait
150,151,translate
1033,1032,translate
591,612,translate
1494,1473,translate
151,151,wait
151,592,rotate
151,1033,rotate
151,1474,rotate
592,151,rotate
592,592,wait
592,1033,rotate
592,1474,rotate
1033,151,rotate
1033,592,rotate
1033,1033,wait
1033,1474,rotate
1474,151,rotate
1474,592,rotate
1474,1033,rotate
1474,1474,wait
151,152,translate
1034,1033,translate
592,613,translate
1495,1474,translate
152,152,wait
152,593,rotate
152,1034,rotate
152,1475,rotate
593,152,rotate
593,593,wait
593,1034,rotate
593,1475,rotate
1034,152,rotate
1034,593,rotate
1034,1034,wait
1034,1475,rotate
1475,152,rotate
1475,593,rotate
1475,1034,rotate
1475,1475,wait
152,153,translate
1035,1034,translate
593,614,translate
1496,1475,translate
153,153,wait
153,594,rotate
153,1035,rotate
153,1476,rotate
594,153,rotate
594,594,wait
594,1035,rotate
594,1476,rotate
1035,153,rotate
1035,594,rotate
1035,1035,wait
1035,1476,rotate
1476,153,rotate
1476,594,rotate
1476,1035,rotate
1476,1476,wait
153,154,translate
1036,1035,translate
594,615,translate
1497,1476,translate
154,154,wait
154,595,rotate
154,1036,rotate
154,1477,rotate
595,154,rotate
595,595,wait
595,1036,rotate
595,1477,rotate
1036,154,rotate
1036,595,rotate
1036,1036,wait
1036,1477,rotate
1477,154,rotate
1477,595,rotate
1477,1036,rotate
1477,1477,wait
154,155,translate
1037,1036,translate
595,616,translate
1498,1477,translate
155,155,wait
155,596,rotate
155,1037,rotate
155,1478,rotate
596,155,rotate
596,596,wait
596,1037,rotate
596,1478,rotate
1037,155,rotate
1037,596,rotate
1037,1037,wait
1037,1478,rotate
1478,155,rotate
1478,596,rotate
1478,1037,rotate
1478,1478,wait
155,156,translate
1038,1037,translate
596,617,translate
1499,1478,translate
156,156,wait
156,597,rotate
156,1038,rotate
156,1479,rotate
597,156,rotate
597,597,wait
597,1038,rotate
597,1479,rotate
1038,156,rotate
1038,597,rotate
1038,1038,wait
1038,1479,rotate
1479,156,rotate
1479,597,rotate
1479,1038,rotate
1479,1479,wait
156,157,translate
1039,1038,translate
597,618,translate
1500,1479,translate
157,157,wait
157,598,rotate
157,1039,rotate
157,1480,rotate
598,157,rotate
598,598,wait
598,1039,rotate
598,1480,rotate
1039,157,rotate
1039,598,rotate
1039,1039,wait
1039,1480,rotate
1480,157,rotate
1480,598,rotate
1480,1039,rotate
1480,1480,wait
157,158,translate
1040,1039,translate
598,619,translate
1501,1480,translate
158,158,wait
158,599,rotate
158,1040,rotate
158,1481,rotate
599,158,rotate
599,599,wait
599,1040,rotate
599,1481,rotate
1040,158,rotate
1040,599,rotate
1040,1040,wait
1040,1481,rotate
1481,158,rotate
1481,599,rotate
1481,1040,rotate
1481,1481,wait
158,159,translate
1041,1040,translate
599,620,translate
1502,1481,translate
159,159,wait
159,600,rotate
159,1041,rotate
159,1482,rotate
600,159,rotate
600,600,wait
600,1041,rotate
600,1482,rotate
1041,159,rotate
1041,600,rotate
1041,1041,wait
1041,1482,rotate
1482,159,rotate
1482,600,rotate
1482,1041,rotate
1482,1482,wait
159,160,translate
1042,1041,translate
600,621,translate
1503,1482,translate
160,160,wait
160,601,rotate
160,1042,rotate
160,1483,rotate
601,160,rotate
601,601,wait
601,1042,rotate
601,1483,rotate
1042,160,rotate
1042,601,rotate
1042,1042,wait
1042,1483,rotate
1483,160,rotate
1483,601,rotate
1483,1042,rotate
1483,1483,wait
160,161,translate
1043,1042,translate
601,622,translate
1504,1483,translate
161,161,wait
161,602,rotate
161,1043,rotate
161,1484,rotate
602,161,rotate
602,602,wait
602,1043,rotate
602,1484,rotate
1043,161,rotate
1043,602,rotate
1043,1043,wait
1043,1484,rotate
1484,161,rotate
1484,602,rotate
1484,1043,rotate
1484,1484,wait
161,162,translate
1044,1043,translate
602,623,translate
1505,1484,translate
162,162,wait
162,603,rotate
162,1044,rotate
162,1485,rotate
603,162,rotate
603,603,wait
603,1044,rotate
603,1485,rotate
1044,162,rotate
1044,603,rotate
1044,1044,wait
1044,1485,rotate
1485,162,rotate
1485,603,rotate
1485,1044,rotate
1485,1485,wait
162,163,translate
1045,1044,translate
603,624,translate
1506,1485,translate
163,163,wait
163,604,rotate
163,1045,rotate
163,1486,rotate
604,163,rotate
604,604,wait
604,1045,rotate
604,1486,rotate
1045,163,rotate
1045,604,rotate
1045,1045,wait
1045,1486,rotate
1486,163,rotate
1486,604,rotate
1486,1045,rotate
1486,1486,wait
163,164,translate
1046,1045,translate
604,625,translate
1507,1486,translate
164,164,wait
164,605,rotate
164,1046,rotate
164,1487,rotate
605,164,rotate
605,605,wait
605,1046,rotate
605,1487,rotate
1046,164,rotate
1046,605,rotate
1046,1046,wait
1046,1487,rotate
1487,164,rotate
1487,605,rotate
1487,1046,rotate
1487,1487,wait
164,165,translate
1047,1046,translate
605,626,translate
1508,1487,translate
165,165,wait
165,606,rotate
165,1047,rotate
165,1488,rotate
606,165,rotate
606,606,wait
606,1047,rotate
606,1488,rotate
1047,165,rotate
1047,606,rotate
1047,1047,wait
1047,1488,rotate
1488,165,rotate
1488,606,rotate
1488,1047,rotate
1488,1488,wait
165,166,translate
1048,1047,translate
606,627,translate
1509,1488,translate
166,166,wait
166,607,rotate
166,1048,rotate
166,1489,rotate
607,166,rotate
607,607,wait
607,1048,rotate
607,1489,rotate
1048,166,rotate
1048,607,rotate
1048,1048,wait
1048,1489,rotate
1489,166,rotate
1489,607,rotate
1489,1048,rotate
1489,1489,wait
166,167,translate
1049,1048,translate
607,628,translate
1510,1489,translate
167,167,wait
167,608,rotate
167,1049,rotate
167,1490,rotate
608,167,rotate
608,608,wait
608,1049,rotate
608,1490,rotate
1049,167,rotate
1049,608,rotate
1049,1049,wait
1049,1490,rotate
1490,167,rotate
1490,608,rotate
1490,1049,rotate
1490,1490,wait
608,629,translate
1511,1490,translate
168,168,wait
168,609,rotate
168,1050,rotate
168,1491,rotate
609,168,rotate
609,609,wait
609,1050,rotate
609,1491,rotate
1050,168,rotate
1050,609,rotate
1050,1050,wait
1050,1491,rotate
1491,168,rotate
1491,609,rotate
1491,1050,rotate
1491,1491,wait
168,169,translate
1051,1050,translate
609,630,translate
1512,1491,translate
169,169,wait
169,610,rotate
169,1051,rotate
169,1492,rotate
610,169,rotate
610,610,wait
610,1051,rotate
610,1492,rotate
1051,169,rotate
1051,610,rotate
1051,1051,wait
1051,1492,rotate
1492,169,rotate
1492,610,rotate
1492,1051,rotate
1492,1492,wait
169,170,translate
1052,1051,translate
610,631,translate
1513,1492,translate
170,170,wait
170,611,rotate
